Unnamed: 0,Unnamed: 0.1,article_id,author,content,date,division,highlight,is_new,last_date,lead,media_desc,media_src,media_type,title,url
,,24852083,Tomasz Cylka,,2019-01-06 18:10:00,,,True,,"Ponad 200-osobowa kolejka ustawiła się po kawałek z 89-kilogramowego Tortu Wolności w kształcie Poznania. Pierwszy kawałek ukroiła Aleksandra Banasiak, kombatantka Czerwca'56. - Wiaruchna, jedzcie, to tylko dwie kalorie - zachęcał znany społecznik...",,,,"Wielki Tort Wolności dla poznaniaków. Wiaruchna, jedzcie! To tylko dwie kalorie","http://poznan.wyborcza.pl/poznan/7,36001,24852083,wielki-tort-wolnosci-dla-poznaniakow-wiaruchna-jedzcie-to.html"
,,24851883,Anna Dobiegała,,2019-01-06 17:00:00,,,True,,"Obchody 4 czerwca w Gdańsku. O godz. 15 na placu Kobzdeja ze swoimi małymi i dużymi czytelnikami spotkał się Michał Rusinek. Na spotkanie przyszedł w koszulce ""Konstytucja"", w takiej, jaką na co dzień nosi były prezydent Lech Wałęsa.",,,,"Michał Rusinek w Gdańsku w koszulce Konstytucja. Nie chcę, żeby Polska była tylko dla Polaków","http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24851883,michal-rusinek-w-gdansku-nie-chce-zeby-polska-byla-tylko.html"
,,24851275,Michał Tokarczyk,,2019-01-06 13:32:00,,,True,,- Strach w ludziach był wtedy ogromny. A jednak polski patent okazał się najlepszy - mówiła w sobotę prezydent Gdańska Aleksandra Dulkiewicz o wyborach z 4 czerwca.,,,,Obchody 4 czerwca. Prezydent Gdańska Aleksandra Dulkiewicz: To nie był zgniły kompromis,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24851275,obchody-4-czerwca-prezydent-gdanska-aleksandra-dulkiewicz.html"
,,24852076,Mateusz Kowalik,,2019-01-06 17:50:00,,,True,,"Środowiska lekarskie protestowały dzisiaj w Warszawie. Manifestanci domagali się zwiększenia wydatków na służbę zdrowia do 6,8 proc. PKB.",,,,Pacjenci umierają po cichu. Lekarze domagają się zwiększenia środków na służbę zdrowia,"http://warszawa.wyborcza.pl/warszawa/7,54420,24852076,pacjenci-umieraja-po-cichu-lekarze-domagaja-sie-zwiekszenia.html"
,,24851991,Tadeusz Kądziela,,2019-01-06 17:47:00,,,True,,"W pierwszym secie Iga Świątek była kompletnie bezradna, lecz później rozkręcała się z gema na gem. Pokonała Portorykankę Monicę Puig 0:6, 6:3, 6:3 i jako trzecia Polka w historii awansowała do IV rundy Rolanda Garrosa.",,,,Iga Świątek w IV rundzie Rolanda Garrosa! Niesamowita walka Polki w Paryżu,"http://wyborcza.pl/7,154903,24851991,iga-swiatek-w-iv-rundzie-rolanda-garrosa-niesamowita-walka.html"
,,24851433,Piotr Żytnicki,,2019-01-06 16:27:00,,,True,,"- Niezależne sądownictwo jest fundamentem demokracji - mówił Yavuz Aydi, były turecki sędzia, dziś uchodźca polityczny, podczas Kongresu Prawników Polskich w Poznaniu.",,,,"Kongres prawników w Poznaniu. O wynikach wyborów decydują pieniądze, a nie ład konstytucyjny","http://poznan.wyborcza.pl/poznan/7,36001,24851433,kongres-prawnikow-w-poznaniu-o-wynikach-wyborow-decyduja-pieniadze.html"
,,24850626,Michał Wojtczuk,,2019-01-06 07:00:00,,,True,,- To otwarcie wrót do komercyjnej anarchii w polskich miastach - tak zszokowani samorządowcy i społecznicy oceniają przygotowany przez rząd PiS projekt ustawy o planowaniu przestrzennym,,,,PiS zmienia ustawę o planowaniu przestrzennym. To będzie reklamowy armagedon,"http://warszawa.wyborcza.pl/warszawa/7,54420,24850626,pis-zmienia-ustawe-o-planowaniu-przestrzennym-to-bedzie-reklamowy.html"
,,24851097,koz,,2019-01-06 12:20:00,,,True,,"1,5 roku po wybudowaniu S5 na Dolnym Śląsku podwykonawcy firmy Astaldi wciąż walczą o pieniądze. Uważają się za ""pokrzywdzonych na inwestycjach GDDKiA"".",,,,"S5 od dawna gotowa, ale firmy wciąż walczą o pieniądze za jej budowę","http://wroclaw.wyborcza.pl/wroclaw/7,35771,24851097,s5-od-dawna-gotowa-ale-firmy-wciaz-walcza-o-pieniadze-za-jej.html"
,,24851490,pk,,2019-01-06 14:25:00,,,True,,"Krystyna Janda odebrała z rąk prezydenta Jacka Majchrowskiego medal miesięcznika ""Kraków"". ""Za mądrość, która w dzisiejszych czasach jest też odwagą, oraz za niezwykłe wzruszenia artystyczne, które dają nam także obywatelską nadzieję"".",,,,Medal Za Mądrość Obywatelską dla Krystyny Jandy,"http://krakow.wyborcza.pl/krakow/7,44425,24851490,medal-za-madrosc-obywatelska-dla-krystyny-jandy.html"
,,24851633,Paweł Wroński,,2019-01-06 15:24:00,,,True,,"Polskie Stronnictwo Ludowe do wyborów jesiennych chce pójść na czele bloku chrześcijańsko-demokratyczno-ludowego pod nazwą Koalicja Polska. Jednak czy do tego dojdzie, rada naczelna PSL zadecyduje pod koniec czerwca. Paradoksalnie ta decyzja jest...",,,,PSL opuszcza Koalicję Europejską. Chce budować własny blok - Koalicję Polską,"http://wyborcza.pl/7,75398,24851633,psl-wychodzi-z-koalicji-europejskiej-buduje-wlasny-blok-koalicje.html"
