,urls
10968,"http://wyborcza.pl/7,75399,22059170,donald-trump-nie-chcemy-fake-newsow-tylko-pieknych-wolnych.html"
10969,"http://krakow.wyborcza.pl/krakow/7,44425,22056964,na-antyaborcyjne-plakaty-feministki-odpowiadaja-plakatami-z.html"
10970,"http://wyborcza.pl/7,155287,22059107,nbp-niskie-stopy-procentowe-nie-bola-polakow.html"
10971,"http://czestochowa.wyborcza.pl/czestochowa/7,89625,22058585,ksiadz-wjechal-samochodem-w-pielgrzymow-bedzie-mial-proces.html"
10972,"http://wyborcza.pl/7,75399,22058835,trump-i-duda-po-spotkaniu-nigdy-relacje-polsko-amerykanskie.html"
10973,"http://warszawa.wyborcza.pl/warszawa/7,54420,22056815,czy-powstancy-zablokuja-kontrowersyjna-inwestycje.html"
10974,"http://wyborcza.pl/7,112588,22054846,elementarz-polskiego-designu-sto-lat-wzornictwa-w-stu-przedmiotach.html"
10975,"http://wyborcza.pl/7,75398,22058174,dubler-ze-sluzb-mariusz-muszynski-wiceprezesem-trybunalu-konstytucyjnego.html"
10976,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22056445,brala-udzial-w-kontrmiesiecznicy-smolenskiej-wezwala-ja-przemyska.html"
10977,"http://wyborcza.pl/7,156282,22058169,donald-trump-i-jego-kuloodporna-bestia-co-skrywa-prezydencka.html"
10978,"http://wyborcza.pl/7,75399,22058080,media-w-rosji-trump-wiezie-gaz.html"
10979,"http://torun.wyborcza.pl/torun/7,48723,22055103,ponad-3-tys-oszukanych-akt-oskarzenia-na-1301-stron.html"
10980,"http://lublin.wyborcza.pl/lublin/7,48724,22056072,pocztowki-z-pozdrowieniami-dla-uczniow-z-berlina-akcja-lubelskiego.html"
10981,"http://lublin.wyborcza.pl/lublin/7,48724,22055679,wakacje-z-koleja-bez-kuszetek-pasazerowie-wkurzeni.html"
10982,"http://wyborcza.pl/7,75398,22057534,podpisano-memorandum-w-sprawie-spolonizowanych-rakiet-patriot.html"
10983,"http://warszawa.wyborcza.pl/warszawa/7,54420,22057196,namioty-sprzed-sadu-najwyzszego-zniknely-na-dobre.html"
10984,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22056506,kaliningrad-za-kurtyna-to-juz-rok-bez-malego-ruchu-granicznego.html"
10985,"http://wyborcza.pl/7,75399,22056271,podejrzany-biznesmen-moze-wpedzic-rumunow-w-klopoty-gigantyczne.html"
10986,"http://wyborcza.pl/7,154903,22056844,psycholog-sportowy-o-szewskiej-pasji-marnujacego-energie-jerzego.html"
10987,"http://poznan.wyborcza.pl/poznan/7,36001,22053718,muzulmanie-uciekaja-z-poznania-w-kolejce-sa-juz-kolejni.html"
10988,"http://wyborcza.pl/7,75400,22054689,tajemnice-aztekow-czym-byla-wieza-z-czaszek.html"
10989,"http://wyborcza.pl/7,75398,22056922,donald-trump-w-polsce-pis-sciaga-ludzi-na-spotkanie-z-prezydentem.html"
10990,"http://wyborcza.pl/7,75399,22055974,czego-trojmorze-chce-od-donalda-trumpa.html"
10991,"http://wyborcza.pl/7,75399,22056873,czego-trump-nie-powie-w-warszawie.html"
10992,"http://wyborcza.pl/7,155287,22056112,pis-w-sprawie-abonamentu-rtv-znalazl-sie-w-potrzasku-co-zrobi.html"
10993,"http://wyborcza.pl/7,155287,22050266,pol-miliarda-zlotych-na-gminne-spoldzielnie-z-pradem.html"
10994,"http://wyborcza.pl/7,75399,22057385,joaquin-navarro-valls-byly-rzecznik-watykanu-nie-zyje.html"
10995,"http://wyborcza.pl/7,154903,22057395,wimbledon-jerzy-janowicz-dla-wyborczej-po-niespodziewanej.html"
10996,"http://bialystok.wyborcza.pl/bialystok/7,35241,22057384,wielkie-zwyciestwo-puszczy-oswiadczenie-organizacji-ekologicznych.html"
10997,"http://poznan.wyborcza.pl/poznan/7,36013,22057352,transfery-lecha-poznan-dawid-kownacki-ma-jednak-trafic-do-sampdorii.html"
10998,"http://wyborcza.pl/7,75248,22057189,donald-trump-wyladowal-na-okeciu-w-warszawie.html"
10999,"http://poznan.wyborcza.pl/poznan/7,36001,22057199,smierc-w-komisariacie-powiesil-sie-mezczyzna-ktory-podczas.html"
11000,"http://wyborcza.pl/7,75410,22057140,donald-trump-w-polsce-podreczne-przeciw-prezydentowi-seksiscie.html"
11001,"http://wyborcza.pl/7,154903,22057172,janowicz-zaimponowal-gral-jak-za-dawnych-lat-i-w-ii-rundzie.html"
11002,"http://wyborcza.pl/7,113768,22056698,tauron-nowa-muzyka-the-cinematic-orchestra-na-poczatek-festiwalu.html"
11003,"http://wyborcza.pl/7,75399,22056788,jedna-czwarta-mlodych-rosjan-nie-slyszala-o-stalinowskich-represjach.html"
11004,"http://wyborcza.pl/7,75399,22056895,wenezuela-kilkudziesieciu-zwolennikow-rzadu-wtargnelo-do-parlamentu.html"
11005,"http://wyborcza.pl/7,75399,22056990,obwe-w-minsku-bialorus-chce-przelamac-polityczna-izolacje.html"
11006,"http://wyborcza.pl/7,75399,22056923,pekin-dopusci-zagranicznych-lekarzy-do-liu-xiaobo.html"
11007,"http://wyborcza.pl/7,75398,22056900,unesco-wstrzymuje-pily-decyzja-w-sprawie-puszczy-bialowieskiej.html"
11008,"http://wyborcza.pl/7,155287,22055286,prezydent-chin-przylecial-do-niemiec-z-wielkimi-kontraktami.html"
11009,"http://wyborcza.pl/7,75398,22056840,czy-zus-dobije-szpitale-w-polsce-nie-mamy-tych-pieniedzy.html"
11010,"http://wyborcza.pl/7,75398,22056696,towarzystwo-dziennikarskie-sklada-zawiadomienie-do-prokuratury.html"
11011,"http://wyborcza.pl/7,154903,22056839,120-proc-radwanskiej-czy-polska-tenisistka-wreszcie-ozyla.html"
11012,"http://wyborcza.pl/7,75398,22056830,aborcja-za-trudna-dla-poslow-tak-pis-od-niemal-pol-roku-odwleka.html"
11013,"http://wyborcza.pl/7,154903,22056697,nowy-lider-tour-de-france-majka-nie-wytrzymal-ataku-froome-a.html"
11014,"http://kielce.wyborcza.pl/kielce/7,47262,22055929,podejrzanemu-o-zabojstwo-proboszcza-nie-przyznano-obroncy-taka.html"
11015,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22055412,energa-mowi-klientom-jakie-maja-miec-haslo-do-prywatnego-konta.html"
11016,"http://wyborcza.pl/7,155287,22056142,wegry-stawiaja-na-gazprom-przed-szczytem-w-warszawie-orban.html"
11017,"http://wyborcza.pl/7,75398,22056492,sledczy-pytaja-o-corke-jolanty-brzeskiej-co-dalej-z-dochodzeniem.html"
11018,"http://wyborcza.pl/7,75398,22056301,ryszard-bogucki-dostanie-30-a-nie-264-tys-zl-zadoscuczynienia.html"
11019,"http://wyborcza.pl/7,101707,22055896,ptaki-spiewaja-w-kigali-malzenstwa-krauze-wydarzeniem-festiwalu.html"
11020,"http://wyborcza.pl/7,75398,22055494,donald-trump-w-polsce-plan-wizyty-prezydenta-usa-minuta-po.html"
11021,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22056021,mlodziez-wszechpolska-wystawila-akt-zgonu-tadeusza-ferenca.html"
11022,"http://krakow.wyborcza.pl/krakow/7,44425,22055695,decyzja-unesco-w-sprawie-puszczy-koniec-z-wycinaniem-drzew.html"
11023,"http://wyborcza.pl/7,75399,22055750,amerykanskie-media-przed-wizyta-trumpa-w-polsce-przystawka.html"
11024,"http://wyborcza.pl/7,75399,22055484,kim-dzong-un-ma-rakiete-miedzykontynentalna-jaka-bedzie-odpowiedz.html"
11025,"http://wyborcza.pl/7,75398,22054337,mlodziez-wszechpolska-wystawia-akty-zgonu-politycznego-11-prezydentom.html"
11026,"http://wyborcza.pl/7,75398,22054638,strasburg-po-stronie-dziennikarza-wyborczej-dziennikarz.html"
11027,"http://krakow.wyborcza.pl/krakow/7,44425,22054249,kazachstan-wnioskuje-o-dyskusje-w-sprawie-puszczy-bialowieskiej.html"
11028,"http://kielce.wyborcza.pl/kielce/7,47262,22054138,pilne-byly-urzednik-marszalka-zatrzymany-cbs-i-prokuratura.html"
11029,"http://wyborcza.pl/7,75399,22054200,bbc-amerykanski-kongresman-skrytykowany-za-nagranie-wideo.html"
11030,"http://torun.wyborcza.pl/torun/7,48723,22054062,rejsowy-autobus-spadl-ze-skarpy-11-osob-w-szpitalu.html"
11031,"http://wyborcza.pl/7,75398,22053990,dziennik-gazeta-prawna-mialy-byc-superpremie-w-tvp-ale-zwiazki.html"
11032,"http://wyborcza.pl/7,75399,22053529,holandia-chce-sadzic-podejrzanych-o-zestrzelenie-malezyjskiego.html"
11033,"http://wyborcza.pl/7,155287,22053250,premier-beata-szydlo-zrobila-miejsce-w-knf-dla-nowej-osoby.html"
11034,"http://warszawa.wyborcza.pl/warszawa/7,54420,22053673,centrum-nauki-kopernik-urosnie-rozstrzygneli-konkurs-na-nowy.html"
11035,"http://wyborcza.pl/7,75399,22053620,czy-unesco-pomoze-chinom-wysiedlac-tybetanczykow.html"
11036,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22053448,zmarl-kardynal-joachim-meisner-wielki-przyjaciel-polski-i-wroclawia.html"
11037,"http://katowice.wyborcza.pl/katowice/7,35063,22053166,dekomunizacja-ulic-nazwy-sie-nie-zmienia-ale-patroni-tak.html"
11038,"http://katowice.wyborcza.pl/katowice/7,35063,22053420,marcin-krupa-umieszcza-katowice-w-kregu-miast-zastraszonych.html"
11039,"http://krakow.wyborcza.pl/krakow/7,44425,22052942,nieoczekiwana-szarza-polskiej-delegacji-na-sesji-unesco.html"
11040,"http://wyborcza.pl/7,155287,22053383,w-krzywym-zwierciadle-trump-w-warszawie.html"
11041,"http://wyborcza.pl/7,75399,22053208,fala-linczow-na-muzulmanach-wstrzasa-indiami.html"
11042,"http://wyborcza.pl/7,75399,22052960,policja-w-hamburgu-rozpedzila-pierwsza-demonstracje-przed-szczytem.html"
11043,"http://wyborcza.pl/7,101707,22052647,volta-nowy-film-machulskiego-krol-komedii-jest-tylko-jeden.html"
11044,"http://wyborcza.pl/7,75398,22052522,sejmowa-debata-na-wnioskiem-o-odwolanie-mariusza-blaszczaka.html"
11045,"http://wyborcza.pl/7,155287,22052241,volkswagen-bedzie-znow-sprzedawac-auta-w-iranie.html"
11046,"http://poznan.wyborcza.pl/poznan/7,36001,22052728,tragedia-pod-steszewem-zginal-10-latek-przygnieciony-drzwiami.html"
11047,"http://warszawa.wyborcza.pl/warszawa/7,54420,22052448,donald-trump-w-warszawie-miasteczko-namiotowe-przed-sadem-najwyzszym.html"
11048,"http://krakow.wyborcza.pl/krakow/7,44425,22052513,pikieta-ekologow-przed-ice-w-obronie-puszczy-relacja.html"
11049,"http://warszawa.wyborcza.pl/warszawa/7,54420,22051941,ksiaze-william-i-ksiezna-kate-z-wizyta-w-polsce-znamy-szczegoly.html"
11050,"http://katowice.wyborcza.pl/katowice/7,35063,22052372,marcin-krupa-w-koncu-przyznaje-11-czerwca-do-jego-sekretariatu.html"
11051,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22051746,policjanci-porzucili-w-lesie-bezdomnego-ktory-pozniej-zmarl.html"
11052,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22050610,wyciete-drzewa-w-centrum-kartuz-na-pniach-karteczki.html"
11053,"http://poznan.wyborcza.pl/poznan/7,36001,22049660,zagadka-napadu-na-konwojenta-rozwiazana-po-poltora-roku-sprawcy.html"
11054,"http://wyborcza.pl/7,75398,22051346,jak-poznan-poradzil-sobie-z-czyscicielami-kamienic-mieszkancy.html"
11055,"http://wyborcza.pl/7,75399,22050643,nie-przeceniac-slow-trumpa-rzeczywistosc-jest-silniejsza.html"
11056,"http://wyborcza.pl/7,75400,22050142,atletki-na-testosteronie-maja-spore-fory.html"
11057,"http://wyborcza.pl/7,75400,22049528,mezczyzni-tez-maja-biologiczny-zegar-plodnosci.html"
11058,"http://wyborcza.pl/7,75398,22051717,pamiec-tylko-o-polskich-ofiarach-poslowie-mysla-o-zmianie-nazwy.html"
11059,"http://warszawa.wyborcza.pl/warszawa/7,54420,22052141,trump-zatrzyma-miasto-sprawdz-trasy-ktorymi-bedzie-sie-poruszal.html"
11060,"http://wyborcza.pl/7,75398,22051266,donald-trump-w-polsce-co-powie-prezydent-usa-w-warszawie.html"
11061,"http://wyborcza.pl/7,75398,22051637,pis-chce-zmienic-zasady-glosowania-najwazniejsze-pytanie-kto.html"
11062,"http://wyborcza.pl/7,75399,22050970,przed-szczytem-g20-w-hamburgu-europejska-niechec-i-umizgi-do.html"
11063,"http://wyborcza.biz/biznes/7,147584,22051077,ile-podatkow-placa-polskie-firmy-ujawniac-czy-nie.html"
11064,"http://wyborcza.pl/7,155287,22051923,zus-wyrzuca-emerytow-z-pracy-powod-koszty-ktorych-nie-musialoby.html"
11065,"http://wyborcza.pl/7,75399,22052286,donald-trump-zwoluje-rade-bezpieczenstwa-narodowego.html"
11066,"http://bialystok.wyborcza.pl/bialystok/7,35241,22052139,minister-szyszko-torpeduje-decyzje-unesco-oswiadczenie-ekologow.html"
11067,"http://wyborcza.pl/7,155287,22051287,katar-planuje-gwaltownie-zwiekszyc-eksport-skroplonego-gazu.html"
11068,"http://wyborcza.pl/7,155287,22051981,inicjatywa-trojmorza-to-szansa-dla-inwestycji-w-transport-raport.html"
11069,"http://wyborcza.pl/7,112395,22049864,czy-rezyser-lu-pa-rozumie-chinska-samotnosc-czyli-jak-krystian.html"
11070,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22051939,kierowcy-sie-nie-zatrzymali-dziecko-lezalo-na-ulicy-zdjecia.html"
11071,"http://wyborcza.pl/7,75399,22051796,hamburg-szykuje-sie-na-wojne-100-tys-alterglobalistow-sciaga.html"
11072,"http://wyborcza.pl/7,75399,22050563,katalonscy-separatysci-na-zlamanie-karku.html"
11073,"http://wyborcza.pl/7,75399,22051493,wojsko-na-przeleczy-brenner-rzym-reaguje-na-deklaracje-austriackiego.html"
11074,"http://wyborcza.pl/7,75399,22051881,nowy-premier-wysyla-francje-na-detoks-i-zapowiada-ciecia.html"
11075,"http://wyborcza.pl/7,75400,22048791,kiedy-zjedlismy-pierwszego-ziemniaka.html"
11076,"http://wyborcza.pl/7,75398,22051682,z-butami-w-iii-sektor-jak-rzad-beaty-szydlo-chce-rozdzielac.html"
11077,"http://wyborcza.pl/7,75398,22051350,nekany-youssef-chadid-w-poznaniu-groza-imamowi-bo-zmanipulowany.html"
11078,"http://wyborcza.pl/7,75398,22051479,smutne-przesluchanie-prokurator-od-amber-gold.html"
11079,"http://kielce.wyborcza.pl/kielce/7,47262,22051385,ekumeniczna-modlitwa-przy-grobie-ofiar-pogromu-42-znicze-na.html"
11080,"http://poznan.wyborcza.pl/poznan/7,36001,22051195,lutycka-po-artykule-wyborczej-sprawdzaja-protokoly-z-przechowywania.html"
11081,"http://wyborcza.pl/7,155287,22049238,brytyjscy-producenci-w-punkcie-krytycznym-chca-wiecej-informacji.html"
11082,"http://wyborcza.pl/7,75399,22051172,unia-europejska-otwiera-sie-na-wolny-handel-z-japonia.html"
11083,"http://wyborcza.biz/biznes/7,147584,22050665,fiskus-tropi-zaleglosci-podatkowe-wykryl-je-juz-w-polsacie.html"
11084,"http://wyborcza.pl/7,155287,22049503,rosja-i-chiny-zwieraja-szeregi-przed-szczytem-g20-w-hamburgu.html"
11085,"http://wyborcza.pl/7,113768,22049993,jay-z-na-4-44-rapuje-o-sobie-i-swoich-problemach-to-wystarczy.html"
11086,"http://wyborcza.pl/7,75399,22050014,media-w-usa-o-wizycie-donalda-trumpa-w-polsce-ma-byc-milo.html"
11087,"http://wyborcza.biz/biznes/7,147582,22048941,przez-podatek-bankowy-wycofalismy-z-lokat-20-mld-zl-najwiecej.html"
11088,"http://czestochowa.wyborcza.pl/czestochowa/7,48725,22049646,jasna-gora-egzorcysci-z-europy-i-swiata-dyskutuja-jak-walczyc.html"
11089,"http://wyborcza.biz/biznes/7,147880,22049537,wielka-obnizka-emerytur-mundurowych-dezubekizacja-czyli-zero.html"
11090,"http://krakow.wyborcza.pl/krakow/7,44425,22049474,demonstracja-w-obronie-puszczy-bialowieskiej-lesnicy.html"
11091,"http://wyborcza.pl/7,75399,22049393,prezent-kima-na-amerykanski-dzien-niepodleglosci.html"
11092,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22048563,bruski-chce-uchodzcow-glownym-przekazem-inicjatorow.html"
11093,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22049000,poslowie-kukiz-15-krytykuja-prezydenta-tadeusza-ferenca-za-deklaracje.html"
11094,"http://wyborcza.pl/7,155287,22048776,trwaja-zapisy-na-akcje-play-to-moze-byc-jeden-z-najwiekszych.html"
11095,"http://wyborcza.pl/7,155287,22048835,jaroslaw-kaczynski-zapowiada-zniesienie-tzw-podatku-tuska.html"
11096,"http://lodz.wyborcza.pl/lodz/7,35136,22049052,polityczna-wojna-o-uchodzcow-pis-atakuje-hanne-zdanowska.html"
11097,"http://warszawa.wyborcza.pl/warszawa/7,54420,22047318,centralny-port-komunikacyjny-to-juz-bylo-w-1976-r.html"
11098,"http://warszawa.wyborcza.pl/warszawa/7,54420,22047365,cios-dla-geriatrii.html"
11099,"http://warszawa.wyborcza.pl/warszawa/7,54420,22047330,supermarket-na-macewach.html"
11100,"http://wyborcza.biz/biznes/7,147584,22046391,23-proc-vat-na-musztarde-8-proc-na-sos-musztardowy-jest.html"
11101,"http://wyborcza.pl/7,75398,22047889,ranking-ogladalnosci-tvp-1-z-najwiekszymi-spadkami-tvp-info.html"
11102,"http://bialystok.wyborcza.pl/bialystok/7,35241,22048025,zaostrzyl-sie-protest-w-puszczy-bialowieskiej-po-raz-siodmy.html"
11103,"http://sosnowiec.wyborcza.pl/sosnowiec/7,93867,22047325,ziobro-chce-zdelegalizowac-zaglebiowskich-komunistow-po-pis.html"
11104,"http://wyborcza.pl/7,75399,22047667,mocarstwa-nuklearne-modernizuja-smiercionosna-bron-na-swiecie.html"
11105,"http://warszawa.wyborcza.pl/warszawa/7,54420,22047297,pomniki-chowane-przed-konserwatorem.html"
11106,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22047296,pis-werbuje-w-kosciolach-chetnych-na-spotkanie-z-trumpem-przeciez.html"
11107,"http://szczecin.wyborcza.pl/szczecin/7,34939,22046072,malgorzata-jacyna-witt-oglasza-bunt-prezydentow-miast-przeciwko.html"
11108,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22046703,tadeusz-ferenc-trzeba-pomoc-chrzescijanom-z-syrii.html"
11109,"http://krakow.wyborcza.pl/krakow/7,44425,22047352,aborcja-i-nowotwory-na-billbordzie-lekarze-zaprzeczaja-tezie.html"
11110,"http://torun.wyborcza.pl/torun/7,48723,22047750,artysta-gloduje-przeciwko-upartyjnieniu-polskiej-kultury.html"
11111,"http://krakow.wyborcza.pl/krakow/7,44425,22047333,kiedy-poznamy-nowego-komendanta-malopolskiej-policji.html"
11112,"http://warszawa.wyborcza.pl/warszawa/7,54420,22047279,donald-trump-w-warszawie-objazdy-zakazy-wjazdu-ograniczenia.html"
11113,"http://wyborcza.pl/7,75248,22047568,korea-polnocna-wystrzelila-najgrozniejszy-pocisk-balistyczny.html"
11114,"http://warszawa.wyborcza.pl/warszawa/7,54420,22042640,komunistyczne-pomniki-do-rozbiorki-ale-ktore.html"
11115,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22047462,chcial-450-tys-zl-haraczu-od-restauratora-dostal-200-zarzutow.html"
11116,"http://lodz.wyborcza.pl/lodz/7,35136,22044417,falszerstwo-w-laboratorium-kryminalistycznym-komendy-wojewodzkiej.html"
11117,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22047004,przeplyneli-870-km-rowerem-wodnym-po-wisle-w-szczytnym-celu.html"
11118,"http://wyborcza.pl/7,75399,22047074,kilkuset-migrantow-dziennie-rzym-wola-o-pomoc.html"
11119,"http://wyborcza.pl/7,75400,22045058,po-co-nam-zubr-z-probowki.html"
11120,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22044865,mieszkancy-turysci-biznes-jak-amsterdam-buduje-rownowage.html"
11121,"http://wyborcza.pl/7,101707,22047518,transatlantyk-2017-wyjatkowo-kobiecy-na-festiwalu-jana-a-p.html"
11122,"http://wyborcza.pl/7,75399,22047014,wizyta-trumpa-w-warszawie-nie-odbija-sie-wiekszym-echem-w-rosji.html"
11123,"http://wyborcza.pl/7,75398,22047104,pis-i-samorzady-polska-centralnie-sterowana.html"
11124,"http://wyborcza.pl/7,75398,22047095,pis-nie-przedstawil-programu-dla-samorzadow-bo-woli-ograniczyc.html"
11125,"http://wyborcza.pl/7,155287,22046213,czy-donald-trump-potepi-z-warszawy-plany-gazociagu-nord-stream.html"
11126,"http://wyborcza.pl/7,155287,22046074,panstwowe-spolki-nieracjonalnie-wydaja-pieniadze-na-reklame.html"
11127,"http://wyborcza.pl/7,155287,22045938,sklepy-targuja-sie-z-pis-w-sprawie-zakazu-handlu-w-niedziele.html"
11128,"http://wyborcza.pl/7,75399,22047523,strzelanina-w-tuluzie-na-poludniu-francji-wszystko-wskazuje.html"
11129,"http://wyborcza.pl/7,155287,22047377,fiskus-zarzucil-tvn-110-mln-zl-zaleglosci-podatkowych-spolka.html"
11130,"http://wyborcza.pl/7,75398,22047097,tusk-nie-stawi-sie-na-przesluchanie-w-sprawie-zwiazanej-ofiar.html"
11131,"http://wyborcza.pl/7,155287,22046359,pzu-podwyzsza-pensje-w-ustawie-kominowej-od-kiedy-kaganiec.html"
11132,"http://wyborcza.pl/7,75398,22047110,trump-protestow-nie-zobaczy-co-na-wizycie-moze-ugrac-polska.html"
11133,"http://wyborcza.pl/7,155287,22046801,francuski-total-dostal-w-iranie-przelomowy-kontrakt-na-gaz.html"
11134,"http://wyborcza.pl/7,75398,22047072,amnesty-international-o-miesiecznicach-policja-musi-respektowac.html"
11135,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22046725,mieszkanie-plus-w-gdyni-wicepremier-morawiecki-wbil-pierwsza.html"
11136,"http://wyborcza.pl/7,75398,22047044,pis-rezygnuje-z-abonamentu-rtv-skad-wziac-pieniadze-na-tvp.html"
11137,"http://wyborcza.pl/7,75398,22047022,hegemon-przez-rozowe-okulary-czyli-ameryka-z-polskiej-perspektywy.html"
11138,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22046828,zelazna-piesc-nato-broni-pokoju-z-elblaga.html"
11139,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22046907,kosciol-pokoju-w-swidnicy-wandale-niszcza-odrestaurowane-nagrobki.html"
11140,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22045531,nowy-tor-na-dolnym-slasku-2-kilometry-trasy-dla-fanow-szybkiej.html"
11141,"http://bialystok.wyborcza.pl/bialystok/7,35241,22046880,proba-poroznienia-czy-zwykly-wandalizm-ktos-zamalowal-dwujezyczne.html"
11142,"http://poznan.wyborcza.pl/poznan/7,36001,22045815,meczet-pod-specjalna-ochrona.html"
11143,"http://wyborcza.pl/7,75400,22046756,ziemia-zwolnila-i-jest-dzisiaj-najdalej-od-slonca.html"
11144,"http://warszawa.wyborcza.pl/warszawa/7,54420,22045727,lotnisko-chopina-i-siedem-nowych-tras-linii-wizz-air-na-poczatek.html"
11145,"http://wyborcza.pl/7,112588,22012763,senster-pionierskie-dzielo-sztuki-cybernetycznej-polskiego.html"
11146,"http://kielce.wyborcza.pl/kielce/7,47262,22046689,proces-zwolnionego-szefa-zwiazku-zawodowego-z-nfz-pracownicy.html"
11147,"http://wyborcza.pl/7,75399,22046540,emmanuel-macron-ograniczyc-liczbe-parlamentarzystow-o-jedna.html"
11148,"http://warszawa.wyborcza.pl/warszawa/7,54420,22045817,sa-projekty-pomnikow-lecha-kaczynskiego-i-ofiar-katastrofy-smolenskiej.html"
11149,"http://opole.wyborcza.pl/opole/7,35086,22045639,trzech-mezczyzn-zaatakowalo-kobiete-pod-klubem-kubatura-w-opolu.html"
11150,"http://wyborcza.pl/7,75398,22045460,radzimy-wziasc-to-sobie-spowrotem-do-serca-bynajmniej-w-tym.html"
11151,"http://wyborcza.pl/7,75399,22045334,korea-polnocna-stawia-na-turystow-i-chce-skopiowac-kurort-z.html"
11152,"http://warszawa.wyborcza.pl/warszawa/7,54420,22044591,niewiele-brakowalo-a-stolica-polski-bylaby-lodz-70-lat-od.html"
11153,"http://plock.wyborcza.pl/plock/7,35681,22045056,120-stron-aktu-oskarzenia-szesc-zarzutow-dla-asesora-komorniczego.html"
11154,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22044742,chca-odwolac-prezydenta-bydgoszczy-bedzie-referendum.html"
11155,"http://warszawa.wyborcza.pl/warszawa/7,54420,22042639,donald-trump-w-warszawie-zamkniete-ulice-utrudnienia-i-protesty.html"
11156,"http://wyborcza.pl/7,155287,22044004,amerykanska-firma-sklada-rekordowy-pozew-przeciwko-spolce-skarbu.html"
11157,"http://wyborcza.pl/7,75398,22044186,po-kongresie-pis-wizja-polski-z-glowy-kaczynskiego-rozmowa.html"
11158,"http://wyborcza.pl/7,75399,22044158,abp-gadecki-w-sprawie-uchodzcow-kierunek-wskazuje-jezus-nie.html"
11159,"http://wyborcza.pl/7,75398,22043997,przedszkole-dla-kazdego-jak-samorzady-walcza-o-miejsca-dla.html"
11160,"http://wyborcza.pl/7,75399,22044095,czesi-zostaja-na-urlop-w-czechach-boja-sie-terrorystow.html"
11161,"http://wyborcza.pl/7,75399,22044024,polska-zostanie-przez-trumpa-wykorzystana.html"
11162,"http://warszawa.wyborcza.pl/warszawa/7,54420,22042360,reprywatyzacja-gronkiewicz-waltz-i-komisja-weryfikacyjna-co.html"
11163,"http://wyborcza.pl/7,156282,22044010,retro-moda-trwa-w-najlepsze-wraca-kolejna-konsola-od-nintendo.html"
11164,"http://wyborcza.pl/7,75399,22043847,wypadek-na-autostradzie-a9-w-niemczech-ponad-30-rannych-kilkunastu.html"
11165,"http://krakow.wyborcza.pl/krakow/7,44425,22043675,wypadek-podczas-festynu-czworka-dzieci-i-strazak-w-szpitalu.html"
11166,"http://kielce.wyborcza.pl/kielce/7,47262,22041811,szwagier-posla-wraca-do-mpk-odzyskal-juz-prawo-jazdy.html"
11167,"http://radom.wyborcza.pl/radom/7,48201,22042415,prezydent-radomia-dostal-e-maila-my-ci-pokazemy-i-zawiadomil.html"
11168,"http://poznan.wyborcza.pl/poznan/7,36001,22042723,szpital-przy-ul-lutyckiej-w-poznaniu-upychaja-ciala-bo-nie.html"
11169,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22043227,wroclawskie-cba-bez-szefa-dostal-ultimatum-odchodzisz-sam.html"
11170,"http://wyborcza.pl/7,75398,22043257,matury-2017-dlaczego-wypadly-tak-zle-zero-punktow-to-najczestsza.html"
11171,"http://wyborcza.pl/7,75400,22042983,siedem-rzeczy-o-ktorych-nie-wiedzielismy-tydzien-temu.html"
11172,"http://wyborcza.pl/7,75399,22042787,brukselska-dyrektywa-do-kosza-pistolety-maszynowe-pozostana.html"
11173,"http://wyborcza.pl/7,75398,22043243,puszcza-bialowieska-po-co-ministrowi-szyszce-wojna-z-unesco.html"
11174,"http://wyborcza.pl/7,155287,22042395,polec-na-innowacjach-czyli-historia-firmy-dla-ktorej-fundusze.html"
11175,"http://wyborcza.pl/7,155287,22041565,szara-strefa-w-paliwach-wyplukuje-budzet-nik-krytykuje-rzady.html"
11176,"http://krakow.wyborcza.pl/krakow/7,44425,22043401,prezydent-duda-dziekuje-unesco-za-krakow-i-warszawe-wkrotce.html"
11177,"http://wyborcza.pl/7,75399,22043323,zamach-bombowy-w-stolicy-syrii-nie-zyje-20-osob.html"
11178,"http://wyborcza.pl/7,75398,22043234,tak-nam-kaczynski-chce-urzadzic-polske-i-zrewitalizowac-inteligencje.html"
