,urls
4551,"http://warszawa.wyborcza.pl/warszawa/7,54420,22628454,ponad-50-nazw-ulic-w-warszawie-do-zmiany-wojewoda-upamietnil.html"
4552,"http://krakow.wyborcza.pl/krakow/7,44425,22628376,akcja-ratunkowa-tatrach-turystki-z-wegier-utknely-w-drodze.html"
4553,"http://wyborcza.pl/7,156282,22628456,pamietacie-szalenstwo-na-pokemon-go-jego-tworcy-szykuja-kolejny.html"
4554,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22627814,agencja-lampart-odpiera-zarzuty-ws-iwony-wieczorek-niech.html"
4555,"http://wyborcza.pl/7,75399,22628151,iran-nie-wypusci-brytyjki-z-wiezienia-zawinila-niefortunna.html"
4556,"http://poznan.wyborcza.pl/poznan/7,36001,22624218,moge-juz-tylko-protestowac-w-obrebie-czterech-scian-glos.html"
4557,"http://wyborcza.pl/7,75398,22627629,roberto-fiore-lider-wloskiej-partii-forza-nouva-przyjezdza.html"
4558,"http://warszawa.wyborcza.pl/warszawa/7,54420,22627178,robimy-wszystko-co-w-naszej-mocy-by-zatrzymac-brunatna-fale.html"
4559,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22627504,zastepca-komendanta-odwolany-choc-zatrzymany-pobil-sie-sam.html"
4560,"http://olsztyn.wyborcza.pl/olsztyn/7,48726,22625833,pis-w-olsztynie-chce-uciszyc-pamiec-o-samospaleniu.html"
4561,"http://lodz.wyborcza.pl/lodz/7,35136,22626994,podwyzka-dla-policjanta-ktory-znajdzie-chetnego-na-rekruta.html"
4562,"http://katowice.wyborcza.pl/katowice/7,35063,22627472,czystka-w-slaskich-sadach-zbigniew-ziobro-faksem-zwolnil-prezesow.html"
4563,"http://kielce.wyborcza.pl/kielce/7,47262,22627427,zatrzymania-za-kontakty-seksualne-z-podopiecznymi-domu-dziecka.html"
4564,"http://wyborcza.pl/7,75398,22627518,mamy-potwierdzenie-prezydent-andrzej-duda-zaprosil-donalda.html"
4565,"http://katowice.wyborcza.pl/katowice/7,35063,22627358,nowy-rozklad-jazdy-pkp-intercity-pociag-do-warszawy-zamiast.html"
4566,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22626827,za-korzystanie-z-miejskich-samochodow-elektrycznych-kierowcom.html"
4567,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22626988,detektywi-twierdza-ze-rozwiazali-zagadke-zaginiecia-iwony-wieczorek.html"
4568,"http://wyborcza.pl/7,75398,22627075,szef-bbn-11-listopada-nie-bedzie-nominacji-generalskich.html"
4569,"http://warszawa.wyborcza.pl/warszawa/7,54420,22625870,nagroda-architektoniczna-prezydenta-warszawy-siedem-warszawskich.html"
4570,"http://katowice.wyborcza.pl/katowice/7,35063,22627028,guns-n-roses-wystapi-9-lipca-2018-roku-na-stadionie-slaskim.html"
4571,"http://krakow.wyborcza.pl/krakow/7,44425,22626883,policjanci-odzyskali-dzielo-sztuki-utracone-w-czasach-wojny.html"
4572,"http://torun.wyborcza.pl/torun/7,48723,22623999,fake-news-czy-powazna-afera-w-torunskiej-arimr.html"
4573,"http://katowice.wyborcza.pl/katowice/7,35063,22626874,tato-kladzie-sie-na-mnie-dotykal-i-to-mnie-bolalo-prokuratura.html"
4574,"http://poznan.wyborcza.pl/poznan/7,105531,22626637,rogale-switomarcinskie-na-margarynie-czy-na-masle-o-co-chodzi.html"
4575,"http://wyborcza.pl/7,155287,22625772,gazowe-interesy-chin-z-usa-trump-przywiezie-z-pekinu-nadzieje.html"
4576,"http://katowice.wyborcza.pl/katowice/7,35063,22625590,koordynator-z-mroczna-przeszloscia-wladze-gornika-zabrze-nalezycie.html"
4577,"http://poznan.wyborcza.pl/poznan/7,36000,22626449,mlynarski-piosenka-finalowa-czyli-wszystko-w-koncu-ma-pointe.html"
4578,"http://wyborcza.pl/7,75399,22624163,lukaszenka-mieknie-w-sprawie-wspolnych-wiz-z-rosja-czy-nowy.html"
4579,"http://wyborcza.pl/7,75398,22626695,andrzej-duda-o-reformie-sadow-pis-probowano-mnie-ominac-jako.html"
4580,"http://wyborcza.pl/7,75968,22625744,pis-na-wojnie-z-niemcami-nie-bedzie-biskup-nas-germanil.html"
4581,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22624027,w-stalowej-woli-zbrodnia-za-zbrodnia-zabijaja-mlodzi-mezczyzni.html"
4582,"http://wyborcza.pl/7,75400,22626166,odkryli-reakcje-jadrowa-ktora-uwalnia-wiecej-energii-niz-ta.html"
4583,"http://wyborcza.pl/7,155287,22626632,chiny-luzuja-regulacje-na-rynku-finansowym-motoryzacyjnym-i.html"
4584,"http://wyborcza.pl/7,154903,22625697,jan-tomaszewski-boruc-to-najodwazniejszy-bramkarz-jakiego.html"
4585,"http://wyborcza.biz/biznes/7,147880,22625553,pracownicze-programy-kapitalowe-jak-bedziemy-oszczedzac-na.html"
4586,"http://wyborcza.pl/7,75400,22622334,szczyt-klimatyczny-w-bonn-usa-zostaja-na-lodzie.html"
4587,"http://wyborcza.pl/7,155290,22625329,rzad-kreci-z-ofe-teraz-musi-przekonac-ze-proponuje-polakom.html"
4588,"http://wyborcza.pl/7,75399,22625235,paradise-papers-czyli-jak-grube-ryby-zarabiaja-jeszcze-wiecej.html"
4589,"http://wyborcza.pl/7,75398,22626050,trzy-lata-za-aborcje.html"
4590,"http://wyborcza.pl/7,75399,22624410,przesladowani-blogerzy-i-aktywisci-tortury-w-aresztach-cywile.html"
4591,"http://wyborcza.pl/7,75398,22626305,sejm-za-powolaniem-instytutu-solidarnosci-i-mestwa-kto-na.html"
4592,"http://wyborcza.pl/7,75398,22626306,980-mln-zl-z-budzetu-panstwa-dla-tvp-i-polskiego-radia-przeglosowane.html"
4593,"http://wyborcza.pl/7,75398,22625914,krzysztof-kondraciuk-odwolany-ze-stanowiska-szefa-gddkia.html"
4594,"http://wyborcza.pl/7,75398,22625380,pis-rzadzi-na-ekranie-tvp-piec-razy-wiecej-czasu-niz-opozycja.html"
4595,"http://wyborcza.pl/7,154903,22625135,dzika-banda-z-urugwaju-z-nimi-zagraja-dzisiaj-polacy.html"
4596,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22625604,prezydent-bydgoszczy-pisze-do-minister-w-sprawie-pieniedzy.html"
4597,"http://krakow.wyborcza.pl/krakow/7,35800,22625882,o-ranczu-argentynskich-stekach-i-la-bombonerze-wspomnienie.html"
4598,"http://wyborcza.pl/7,154903,22625471,jerzy-janowicz-goni-pierwsza-setke-a-janowicza-gonia-mlodsi.html"
4599,"http://wyborcza.pl/7,75398,22625556,pis-powoluje-specjalna-rade-do-kontroli-msz-waszczykowski.html"
4600,"http://wyborcza.pl/7,155287,22625237,rosja-wstrzymuje-megafuzje-gigantow-biotechnologii-z-niemiec.html"
4601,"http://poznan.wyborcza.pl/poznan/7,36001,22625161,rodzina-ewy-tylman-zarzuca-prokuraturze-ze-w-aktach-brakuje.html"
4602,"http://wyborcza.pl/7,75399,22625170,rozpoczela-sie-kolejna-runda-negocjacji-brexitowych-czy-przyniesie.html"
4603,"http://wyborcza.pl/7,75399,22625138,czy-donald-trump-abdykowal-z-roli-swiatowego-lidera-podczas.html"
4604,"http://wyborcza.pl/7,155287,22624909,lotos-sprowadzil-tankowiec-ropy-naftowej-z-usa-pierwszy-w-historii.html"
4605,"http://wyborcza.pl/7,154903,22625206,polska-urugwaj-adam-nawalka-robert-lewandowski-nie-zagra.html"
4606,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22624515,tadeusz-ferenc-chce-by-francuski-pomnik-jana-pawla-ii-trafil.html"
4607,"http://krakow.wyborcza.pl/krakow/7,44425,22623410,oprotestowany-elektroniczny-system-rejestracji-wyjsc-w-gory.html"
4608,"http://wyborcza.pl/7,75398,22624689,jeszcze-wiecej-pieniedzy-na-podkomisje-smolenska-macierewicza.html"
4609,"http://wyborcza.pl/7,160532,22624716,robert-lewandowski-i-michal-pazdan-nie-zagraja-w-meczu-z-urugwajem.html"
4610,"http://wyborcza.pl/7,156282,22624678,assassin-s-creed-origins-tworcy-gry-przewidzieli-odkrycie.html"
4611,"http://wyborcza.pl/7,75399,22624383,polska-chce-nowej-kwatery-nato.html"
4612,"http://wyborcza.pl/7,155287,22623397,kolejni-ekonomisci-podnosza-prognozy-wzrostu-gospodarczego-dla.html"
4613,"http://wyborcza.pl/7,155287,22624122,nszz-solidarnosc-pis-w-sprawie-zakazu-handlu-w-niedziele-wspiera.html"
4614,"http://torun.wyborcza.pl/torun/7,48723,22623899,pijany-kierowca-zmiotl-wiate-przystankowa-na-gagarina.html"
4615,"http://lodz.wyborcza.pl/lodz/7,35136,22623572,konstytucja-w-kazdej-szkole-i-przedszkolu.html"
4616,"http://wyborcza.pl/7,155287,22623292,peugeot-bierze-opla-do-galopu-ale-milczy-o-planach-dla-fabryk.html"
4617,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22623633,trotyl-z-dzierzoniowa-bedzie-w-piatek-zdetonowany-we-wroclawiu.html"
4618,"http://warszawa.wyborcza.pl/warszawa/7,54420,22623557,szef-ukrainskiego-ipn-ostro-o-nowych-tablicach-na-grobie-nieznanego.html"
4619,"http://wyborcza.pl/7,75398,22623567,kaczynski-za-szydlo-rzad-bez-macierewicza-kulisy-rozmow-na.html"
4620,"http://bialystok.wyborcza.pl/bialystok/7,35241,22623448,kolejna-ekshumacja-ofiary-katastrofy-smolenskiej-justyny-moniuszko.html"
4621,"http://wyborcza.pl/7,75398,22622947,nik-armia-w-ruinie.html"
4622,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22622184,podpalacz-kukly-zyda-ma-zakaz-maszerowania-11-listopada-bede.html"
4623,"http://wyborcza.pl/7,75399,22621324,redaktor-naczelny-suddeutsche-zeitung-stawia-wlascicielowi.html"
4624,"http://wyborcza.pl/7,75400,22621957,witajcie-w-epoce-wegla-lupanego-tu-jest-polska.html"
4625,"http://krakow.wyborcza.pl/krakow/7,44425,22621881,ks-boniecki-upomniany-jego-wypowiedzi-zrodlem-kolejnych-rozdarc.html"
4626,"http://wyborcza.pl/7,156282,22621796,internet-w-calej-europie-sparalizowany-wielka-awaria-serwerowni.html"
4627,"http://wyborcza.pl/7,155287,22621164,wladze-ukrainy-zablokowaly-menedzerowi-z-polski-stanowisko-szefa.html"
4628,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22621175,jaskinia-niedzwiedzia-bedzie-miala-nowa-trase-dla-zwiedzajacych.html"
4629,"http://gorzow.wyborcza.pl/gorzow/7,36844,22625292,wielka-sprawa-o-siedem-tysiecy-euro-czy-to-koniec-afery.html"
4630,"http://wyborcza.pl/7,155287,22620763,google-testuje-samochody-autonomiczne-bez-czlowieka-za-kierownica.html"
4631,"http://wyborcza.pl/7,155287,22621281,miliardowe-kontrakty-po-wizycie-trumpa-w-chinach.html"
4632,"http://kielce.wyborcza.pl/kielce/7,47262,22620715,w-pazdzierniku-siostra-w-listopadzie-syn-wojewody-znalazl-panstwowa.html"
4633,"http://kielce.wyborcza.pl/kielce/7,47262,22620760,zbrojeniowy-potentat-zakonczy-rok-pod-kreska-przez-opoznienie.html"
4634,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22620119,po-zniesieniu-wiz-dla-ukraincow-nie-zalala-nas-fala-imigrantow.html"
4635,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22621250,prokuratura-harcerze-w-suszku-nie-slyszeli-syreny-i-nie-wiedzieli.html"
4636,"http://wyborcza.pl/7,75399,22619987,skandal-na-litwie-jeden-bohater-narodowy-zabijal-zydow-drugi.html"
4637,"http://wyborcza.pl/AkcjeSpecjalne/7,160474,22617689,kiedy-jeden-plus-jeden-nie-rowna-sie-dwa-jestesmy-na-tropie.html"
4638,"http://wyborcza.pl/7,75398,22620800,optymizm-ludowcow-czyli-dwa-rowne-skoki-rozmowa-z-szefem-psl.html"
4639,"http://wyborcza.pl/7,155287,22620226,ekspert-o-paradise-papers-gdy-krolowa-trzyma-pieniadze-w.html"
4640,"http://wyborcza.pl/7,155287,22619143,nowy-projekt-rzadu-pis-wszyscy-beda-placic-dodatkowa-skladke.html"
4641,"http://wyborcza.pl/7,155287,22618442,czarna-lista-inwestycji-weglowych-ekolodzy-namawiaja-do-finansowego.html"
4642,"http://wyborcza.pl/7,75399,22619785,elektromagnetyczny-koszmar-usa-korea-polnocna-ma-bron-ktora.html"
4643,"http://torun.wyborcza.pl/torun/7,48723,22619158,byly-rektor-umk-ipn-uporczywie-neka-starego-czlowieka.html"
4644,"http://wyborcza.pl/7,75399,22621177,niemcy-trybunal-konstytucyjny-uznal-trzecia-plec.html"
4645,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22621079,narodowiec-piotr-rybak-pomaszeruje-11-listopada-ale-do-domu.html"
4646,"http://wyborcza.pl/7,154903,22616052,atp-chce-odmlodzic-tenis-zaczelo-sie-od-skandalu.html"
4647,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22621076,po-spotkaniu-z-michnikiem-narodowcy-zaatakowali-tez-lewicowcow.html"
4648,"http://wyborcza.pl/7,154903,22620892,robert-lewandowski-wciaz-obolaly-jak-zagra-polska-bez-niego.html"
4649,"http://krakow.wyborcza.pl/krakow/7,44425,22620811,zero-mieszkan-plus-w-krakowie-umowy-z-czterema-gminami-z-malopolski.html"
4650,"http://wyborcza.pl/7,75398,22620477,rabnac-w-elite-czyli-o-czym-marzy-wladza-rozmowa-z-wojciechem.html"
4651,"http://wyborcza.pl/7,75398,22620840,rzadowa-zmiana-pis.html"
4652,"http://krakow.wyborcza.pl/krakow/7,44425,22620680,ksiadz-z-kasiny-wielkiej-po-fali-krytyki-sprzeda-luksusowe-porsche.html"
4653,"http://wyborcza.pl/7,155287,22620684,ke-szykuje-bariery-dla-nord-stream-i-mozliwosci-ich-omijania.html"
4654,"http://wyborcza.pl/7,75400,22620615,na-polske-pedzi-orkan-marcin-ktory-nie-istnieje.html"
4655,"http://wyborcza.pl/7,155287,22620573,tani-kredyt-do-konca-2018-r-stopy-procentowe-zostaja-bez-zmian.html"
4656,"http://wyborcza.pl/7,75398,22620478,pis-polaczy-resorty-srodowiska-i-energii-dla-obu-ministerstw.html"
4657,"http://wyborcza.pl/7,155287,22620398,ryanair-chce-przeniesc-loty-z-lotniska-w-modlinie-na-okecie.html"
4658,"http://wyborcza.pl/7,75400,22620424,produkcja-miesa-rowna-sie-globalne-ocieplenie.html"
4659,"http://wyborcza.pl/7,75399,22620396,trump-w-azji-probuje-ugadac-chinskiego-prezydenta-xi-w-sprawie.html"
4660,"http://szczecin.wyborcza.pl/szczecin/7,34939,22619848,brudzinski-o-kontrowersyjnej-nominacji-wypowiedz-o-auschwitz.html"
4661,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22620121,dwaj-16-latkowie-uciekli-z-domu-w-bieszczady-spedzili-cztery.html"
4662,"http://wyborcza.pl/7,155287,22619917,rzad-okrawa-uokik-nadzor-nad-sektorem-energii-w-rece-nowej.html"
4663,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22620016,cba-w-urzedzie-miasta-gdanska-w-sprawie-wspolpracy-z-muzeum.html"
4664,"http://wyborcza.pl/7,75398,22620146,antoni-macierewicz-dobija-marynarke-wojenna-wiecej-pieniedzy.html"
4665,"http://plock.wyborcza.pl/plock/7,35681,22619746,zemsta-po-latach-za-zabicie-ojca-ustalenia-wyborczej-po-strzelaninie.html"
4666,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22619761,policja-w-sprawie-pobitych-braci-p-odgrazali-sie-ze-zalatwia.html"
4667,"http://krakow.wyborcza.pl/krakow/7,44425,22619804,sledztwo-w-sprawie-wypadku-premier-szydlo-po-raz-kolejny-przedluzone.html"
4668,"http://poznan.wyborcza.pl/poznan/7,36001,22618762,posel-pis-bartlomiej-wroblewski-ostrzega-przed-rozruchami-w.html"
4669,"http://wyborcza.pl/7,75399,22619663,szczyt-klimatyczny-w-bonn-syria-wstepuje-do-antycieplarnianej.html"
4670,"http://wyborcza.pl/7,75398,22619480,afera-podsluchowa-waza-sie-losy-falenty.html"
4671,"http://wyborcza.pl/7,75399,22619299,saudowie-odcinaja-jemen.html"
4672,"http://wyborcza.pl/7,155287,22619052,bruksela-chce-wiecej-aut-ekologicznych-lecz-drozszych.html"
4673,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22618352,lewandowski-szczesny-i-fabianski-przesluchani-przez-prokuratora.html"
4674,"http://opole.wyborcza.pl/opole/7,35086,22618526,patryk-jaki-spotka-sie-w-sadzie-z-pawlem-kukizem-sejm-zdecyduje.html"
4675,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22616659,sad-oglosil-wyrok-dla-bombera-pawla-r-ktory-podlozyl-ladunek.html"
4676,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22618162,miasto-bydgoszcz-pozwalo-radnego-minalem-prezydenta-i-bylo.html"
4677,"http://wyborcza.pl/7,75398,22618034,z-insulina-na-szkolnym-korytarzu-ministerstwo-zdrowia-nie-pomoze.html"
4678,"http://wyborcza.pl/7,75400,22618120,nie-badz-glupi-jak-mamut.html"
4679,"http://bialystok.wyborcza.pl/bialystok/7,35241,22618152,narodowcy-stawiaja-warunki-kukizowi-jesli-ich-nie-spelni.html"
4680,"http://lodz.wyborcza.pl/lodz/7,35136,22614676,beda-podwyzki-beda-protesty-to-leczenie-pryszcza-a-chory.html"
4681,"http://wyborcza.pl/7,75399,22617858,w-grecji-rosnie-liczba-zamachow-na-politykow-sedziow-i-prokuratorow.html"
4682,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22617834,lekarze-rezydenci-wypowiedzieli-umowy-nie-beda-dyzurowac.html"
4683,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22616706,tygrys-zagryzl-opiekuna-pracownik-zoo-przed-sadem-nie-ma-dnia.html"
4684,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22617646,polska-organizacja-turystyczna-pomylila-ksiaz-z-lancutem-na.html"
4685,"http://warszawa.wyborcza.pl/warszawa/7,54420,22616665,mistrz-europy-w-karate-pobil-ekwadorczyka-na-krakowskim-przedmiesciu.html"
4686,"http://krakow.wyborcza.pl/krakow/7,44425,22617323,ogloszono-przetarg-na-budowe-nowego-dwujezdniowego-odcinka.html"
4687,"http://wyborcza.pl/7,75398,22617138,krs-porozumiala-sie-z-asesorami-sprawdzi-jeszcze-raz-ich-ich.html"
4688,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22617259,40-latek-ktory-podpalil-sie-w-rzeszowie-mial-problemy-zdrowotne.html"
4689,"http://wyborcza.pl/7,155287,22616662,byli-wspolpracownicy-trumpa-lobbuja-przeciw-sankcjom-na-gazociag.html"
4690,"http://wyborcza.pl/7,75398,22617055,dyrektorka-biura-edukacji-narodowej-ipn-odwolana.html"
4691,"http://wyborcza.pl/7,75399,22616877,uciekl-ze-szpitala-psychiatrycznego-bil-zone-grozil-przelozonym.html"
4692,"http://opole.wyborcza.pl/opole/7,35086,22617022,prezydent-opola-poszedl-na-wojne-z-tvp-zemsta-za-festiwal.html"
4693,"http://wyborcza.biz/biznes/7,147582,22615126,miliony-polakow-leczy-sie-prywatnie-gigantyczne-wzrosty-sprzedazy.html"
4694,"http://warszawa.wyborcza.pl/warszawa/7,54420,22616909,wybuch-na-pradze-z-kamienicy-przy-siedleckiej-ewakuowano-60.html"
4695,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22616397,wspieraly-legalny-czarny-protest-teraz-uslyszaly-zarzuty-za.html"
4696,"http://wyborcza.pl/7,155287,22616607,tysiac-etatow-dla-zalando-firma-otworzy-centrum-logistyczne.html"
4697,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22614987,atak-antyszczepionkowcow-dzieci-w-1940-roku-byly-zdrowsze-niz.html"
4698,"http://wyborcza.pl/7,75399,22616003,ukrainskie-organizacje-pozarzadowe-usiluja-pietnowac-korupcje.html"
4699,"http://wyborcza.pl/7,75398,22616261,nie-bedzie-liberalizacji-dostepu-do-broni-pis-nie-zgadza-sie.html"
4700,"http://wyborcza.pl/7,75400,22614576,pierwszy-przodek-czlowieka.html"
4701,"http://wyborcza.pl/7,155287,22560395,nieplatne-nadgodziny-grzecznosciowe-pracownicy-zarzucaja.html"
4702,"http://wyborcza.pl/7,75399,22616033,wloska-nowa-sila-od-paserstwa-po-sojusz-z-putinem.html"
4703,"http://wyborcza.pl/7,75398,22616360,pap-wyssany-przez-dobra-zmiane-by-zaplacic-ogromne-pensje.html"
4704,"http://kielce.wyborcza.pl/kielce/7,47262,22616139,dyrekcja-bedzie-w-krakowie-kielcom-ma-wystarczyc-wydzial.html"
4705,"http://krakow.wyborcza.pl/krakow/7,44425,22616720,pogrzeb-piotra-szczesnego-14-listopada-na-cmentarzu-na-salwatorze.html"
4706,"http://wyborcza.pl/7,75398,22616433,wojewodzki-zaprosil-do-programu-owsiaka-kto-z-nas-po-tym-programie.html"
4707,"http://warszawa.wyborcza.pl/warszawa/7,54420,22616604,11-listopada-marsz-niepodleglosci-zarejestrowany-na-cztery.html"
4708,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22616419,adam-michnik-w-gdansku-debata-o-niepodleglosci-zaklocona-przez.html"
4709,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,22616242,jak-zatrzymuja-bydgoscy-policjanci-do-krwi.html"
4710,"http://szczecin.wyborcza.pl/szczecin/7,34939,22616125,pis-doslownie-ucieka-przed-pytaniami-o-skompromitowanego-dzialacza.html"
4711,"http://wyborcza.pl/7,155287,22616275,wiekszosc-lobbystow-poza-rezimem-nowej-ustawy.html"
4712,"http://wyborcza.pl/7,75398,22616256,w-gabinecie-petru-o-zjednoczeniu-opozycji-oficjalnie-byla-dobra.html"
4713,"http://wyborcza.pl/7,75399,22616195,tomasz-piatek-otrzymal-nagrode-wolnosci-prasy-za-ksiazke-o-macierewiczu.html"
4714,"http://wyborcza.pl/7,155287,22598019,rzad-moze-maksymalnie-kontrolowac-ceny-za-wode-nawet-kosztem.html"
4715,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22615794,18-latek-powiesil-sie-w-areszcie-prokurator-sprawdza-czy-nie.html"
4716,"http://wyborcza.pl/7,75398,22615633,ministerstwo-zdrowia-apeluje-do-mlodych-par-bierzcie-przyklad.html"
4717,"http://wyborcza.pl/7,155287,22615849,ropa-drozeje-kierowcy-zaplaca-za-walke-o-wladze-w-arabii-saudyjskiej.html"
4718,"http://wyborcza.pl/7,75248,22615733,ministerstwo-kultury-chce-zablokowac-sprzedaz-tanca-wsrod-mieczow.html"
4719,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22614071,pierwszy-dzien-nowego-dworca-pks-ladnie-choc-brakuje-informacji.html"
4720,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22614581,darmowa-komunikacja-dla-uczniow-spolecznicy-chcemy-wyrownac.html"
4721,"http://wyborcza.pl/7,75399,22615716,po-tragedii-w-sutherland-springs-teksas-chce-latwiejszego-dostepu.html"
4722,"http://wyborcza.pl/7,155287,22614707,polskie-auto-na-prad-koncert-zyczen-kierowcow.html"
4723,"http://wyborcza.pl/7,75400,22612263,polskie-noble-przyznane.html"
4724,"http://wyborcza.pl/7,75398,22615331,ultraszybki-internet-we-wszystkich-szkolach-za-dwa-lata.html"
4725,"http://wyborcza.pl/7,75398,22614630,andrzej-duda-w-telewizji-trwam-pis-nie-kwapi-sie-do-rozmow.html"
4726,"http://wyborcza.pl/7,75398,22613723,20-tys-zabytkow-w-puszczy-bialowieskiej-o-harwesterach-konserwator.html"
4727,"http://wyborcza.pl/7,75410,22613311,new-yorker-harvey-weinstein-zatrudnil-armie-prywatnych-detektywow.html"
4728,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22614816,wiadomo-kim-byl-mezczyzna-ktory-podpalil-sie-przed-sadem-rejonowym.html"
4729,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22614220,jeden-z-najbogatszych-polakow-wybudowal-szpital-beda-tam-leczyc.html"
4730,"http://wyborcza.pl/7,156282,22614710,technologie-moga-zdziesiatkowac-wiele-branz-na-rynku-rozmowa.html"
4731,"http://poznan.wyborcza.pl/poznan/7,36001,22614185,kobiety-przyniosly-list-do-posla-pis-bartlomieja-wroblewskiego.html"
4732,"http://warszawa.wyborcza.pl/warszawa/7,54420,22613862,centralny-port-komunikacyjny-pod-warszawa-rzad-zatwierdza-harmonogram.html"
4733,"http://wyborcza.pl/7,75399,22614621,ajatollahowie-vs-saudowie-wojna-wisi-w-powietrzu.html"
4734,"http://wyborcza.pl/7,75398,22614076,ziobro-oglasza-zmiany-w-kodeksie-wykroczen-musimy-powiedziec.html"
4735,"http://wyborcza.pl/7,75399,22613878,najswietniejszy-zabytek-indii-zawadza-hinduskiej-prawicy.html"
4736,"http://warszawa.wyborcza.pl/warszawa/7,54420,22613892,nie-bedzie-kontrmiesiecznicy-smolenskiej-obywatele-rp-spotkaja.html"
4737,"http://katowice.wyborcza.pl/katowice/7,35063,22613832,byly-szef-mswia-nie-bralem-lapowek-od-szefow-gorniczej-firmy.html"
4738,"http://wyborcza.pl/7,75399,22613316,donald-trump-w-korei-poludniowej-jesli-to-konieczne-uzyjemy.html"
4739,"http://poznan.wyborcza.pl/poznan/7,36001,22613284,dramat-pod-sremem-tygrysy-i-lampart-od-czterech-dni-nic-nie.html"
4740,"http://wyborcza.pl/7,75400,22613639,wegierski-eurokomisarz-o-marii-sklodowskiej-curie-podziwiam.html"
4741,"http://wyborcza.pl/7,155287,22612408,ministerstwo-finansow-uderza-w-firmy-rodzinne-sukcesja-nie.html"
4742,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,22613320,polakpotrafi-pl-zablokowal-projekt-patriotycznej-gry-z-rzeszowa.html"
4743,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,22613371,prokuratura-oskarza-wlascicielke-klubu-b90.html"
4744,"http://opole.wyborcza.pl/opole/7,35086,22612477,patryk-jaki-rozpoczal-walke-o-fotel-prezydenta-warszawy-chwalac.html"
4745,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,22613369,tragedia-w-szkole-podstawowej-nie-zyje-osmioletni-chlopiec.html"
4746,"http://wyborcza.pl/7,75398,22613121,zwierze-jak-makieta-minister-szyszko-pozwolil-na-polowanie.html"
4747,"http://torun.wyborcza.pl/torun/7,48723,22606457,nowatorskie-badania-na-umk-czy-mozna-pisac-okiem.html"
4748,"http://wyborcza.pl/7,155287,22613027,marek-belka-jesli-nie-bedziemy-zachowywac-sie-jak-nabzdyczona.html"
4749,"http://warszawa.wyborcza.pl/warszawa/7,54420,22612432,basen-marii-i-lecha-kaczynskich-zamiast-pomnikow-smolenskich.html"
4750,"http://krakow.wyborcza.pl/krakow/7,44425,22611967,na-tropie-dzikiej-reprywatyzacji-w-krakowie-kolejne-adresy.html"
4751,"http://warszawa.wyborcza.pl/warszawa/7,54420,22612771,rabiej-nie-wycofam-sie-ze-startu-na-prezydenta-warszawy-nie.html"
4752,"http://wyborcza.pl/7,75398,22612611,bp-pieronek-wypowiedzial-sie-o-samospaleniu-piotra-szczesnego.html"
4753,"http://poznan.wyborcza.pl/poznan/7,36001,22612224,w-puszczy-noteckiej-powstanie-spalarnia-niebezpiecznych-opadow.html"
4754,"http://katowice.wyborcza.pl/katowice/7,35063,22612644,bytom-tonie-w-kasie-miasta-nie-ma-pieniedzy-na-pensje-dla-pracownikow.html"
4755,"http://bialystok.wyborcza.pl/bialystok/7,35241,22610991,nawet-piwa-w-nocy-nie-kupisz-pis-chce-ograniczen-w-sprzedazy.html"
