,urls
3733,"http://warszawa.wyborcza.pl/warszawa/7,54420,24447470,pomnik-tadeusza-mazowieckiego-w-warszawie-doradczyni-prezydenta.html"
3734,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24445063,konserwator-zapowiada-odkrycie-kanalu-raduni-forum-gdansk.html"
3735,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,24440505,afera-fakturowa-dobra-zmiana-milczy-o-roli-wojewody-z-pis.html"
3736,"http://wyborcza.pl/7,75398,24447392,platforma-chce-dymisji-premiera-morawieckiego-za-nominacje.html"
3737,"http://katowice.wyborcza.pl/katowice/7,35063,24447254,rodzina-generala-skrzywdzonego-przez-pis-ma-problemy-wystarczyl.html"
3738,"http://wyborcza.pl/7,75400,24447136,7-rzeczy-ktorych-nie-wiedzielismy-tydzien-temu.html"
3739,"http://wyborcza.pl/7,155287,24446858,unijne-wedzidlo-na-nord-stream-2-w-rekach-berlina.html"
3740,"http://wyborcza.pl/7,154903,24446448,stefan-horngacher-tonuje-frustracje-polskich-skoczkow-sklad.html"
3741,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24446828,przed-sad-za-haniebne-slowa.html"
3742,"http://wyborcza.pl/TylkoZdrowie/7,157387,24446921,pogoda-w-poniedzialek-11-lutego-2019-r.html"
3743,"http://wyborcza.pl/7,75398,24446799,pis-na-fali-faszyzmu-rzady-kaczynskiego-od-lat-chronia-nacjonalistow.html"
3744,"http://wyborcza.pl/7,75398,24446698,prokuratorzy-chcieli-zarzutow-dla-andruszkiewicza-ale-zostali.html"
3745,"http://wyborcza.pl/7,75398,24446687,odwet-macierewicza-czy-zemsta-sluzb-w-pis-kraza-teorie-spiskowe.html"
3746,"http://wyborcza.pl/7,75398,24446570,coraz-wiecej-polek-umiera-na-raka-piersi-to-powod-do-niepokoju.html"
3747,"http://wyborcza.pl/7,155287,24442725,morska-droga-do-niezaleznosci-naftowej.html"
3748,"http://wyborcza.pl/7,75399,24446193,ludzie-na-swiecie-boja-sie-zmian-klimatycznych-isis-i-cyberatakow.html"
3749,"http://wyborcza.pl/7,155287,24429076,kryzys-z-innej-bajki-nastepne-zalamanie-gospodarcze-bedzie.html"
3750,"http://wyborcza.pl/7,154903,24446934,krzysztof-piatek-nie-przestaje-trafiac-dla-milanu.html"
3751,"http://wyborcza.pl/7,101707,24446109,swiatowa-premiera-obywatela-jonesa-holland-smierc-jednostki.html"
3752,"http://wyborcza.pl/7,101707,24446924,bafta-2019-zimna-wojna-bez-statuetek-triumf-romy-i-faworyty.html"
3753,"http://wyborcza.pl/7,75399,24446837,bunt-w-resztkach-panstwa-islamskiego-jego-szef-ledwo-uszedl.html"
3754,"http://wyborcza.pl/7,154903,24446500,natalia-maliszewska-regulaminu-nie-czyta-ale-jest-najszybsza.html"
3755,"http://bialystok.wyborcza.pl/bialystok/7,35241,24446446,biedron-chce-podniesc-prokurature-z-kolan-lider-wiosny-w-bialymstoku.html"
3756,"http://bialystok.wyborcza.pl/bialystok/7,35241,24446103,sledztwo-w-sprawie-falszowania-podpisow-na-listach-wszechpolakow.html"
3757,"http://wyborcza.pl/7,154903,24446366,stoch-najlepszy-w-lahti.html"
3758,"http://krakow.wyborcza.pl/krakow/7,44425,24446362,policyjny-radiowoz-staranowal-pirata-drogowego-ktory-uciekal.html"
3759,"http://wyborcza.pl/7,75399,24446386,poslowie-macrona-obiektami-hejtu-i-atakow-fizycznych.html"
3760,"http://wyborcza.pl/7,75399,24446296,tajska-ksiezniczka-nie-zostanie-premierem-partia-wycofala-jej.html"
3761,"http://wyborcza.pl/7,154903,24446223,lindsey-vonn-i-aksel-svindal-zakonczyli-kariery-zjazdami-na.html"
3762,"http://bialystok.wyborcza.pl/bialystok/7,35239,24446098,nie-ma-finalu-ale-jest-puchar-swiata-triumf-natalii-maliszewskiej.html"
3763,"http://wyborcza.pl/7,75398,24445717,solidarnosc-ma-chrapke-juz-nie-tylko-na-zwiazek-zawodowy-w.html"
3764,"http://wyborcza.pl/7,75399,24445757,jechales-niemiecka-autostrada-twoje-auto-jest-w-bazie-danych.html"
3765,"http://krakow.wyborcza.pl/krakow/7,44425,24445721,w-tatrach-mocno-wieje-zatrzymane-wyciagi.html"
3766,"http://wyborcza.pl/7,75399,24445712,swiadkowie-jehowi-ekstremistami-w-rosji.html"
3767,"http://warszawa.wyborcza.pl/warszawa/7,54420,24439493,tu-nie-puszcza-nie-damy-wyciac-naszej-wierzby-jak-mieszkancy.html"
3768,"http://szczecin.wyborcza.pl/szczecin/7,34939,24445340,ponad-23-tysiace-legalnie-zatrudnionych-cudzoziemcow-na-pomorzu.html"
3769,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24442394,znamy-wyniki-sekcji-zwlok-macieja-debskiego-studenta-ktorego.html"
3770,"http://wyborcza.pl/7,75399,24445329,kardynal-dziwisz-o-anegdocie-franciszka-to-nie-byl-jego-styl.html"
3771,"http://wyborcza.pl/7,101707,24445498,wspaniala-niespodzianka-zimna-wojna-z-prestizowa-nagroda-za.html"
3772,"http://wyborcza.pl/7,75398,24445347,po-materiale-superwizjera-o-andruszkiewiczu-prokuratura-krajowa.html"
3773,"http://lodz.wyborcza.pl/lodz/7,44788,24437081,karolina-woli-umrzec-bo-nie-chce-gadania-sasiadow-nikt-nie.html"
3774,"http://wyborcza.pl/7,75398,24445323,po-miesiacu-zawieszenia-michal-rachon-znow-bedzie-prowadzil.html"
3775,"http://wyborcza.pl/7,75399,24442500,wesole-zycie-japonskiego-staruszka-za-kratami-w-ciagu-dwoch.html"
3776,"http://wyborcza.pl/7,75400,24438915,zycie-na-podsluchu-zeby-kazdy-zwierzak-byl-bezpieczny.html"
3777,"http://wyborcza.pl/7,75398,24445202,wracaja-kontrole-na-granicach-srodki-ostroznosci-przed-konferencja.html"
3778,"http://wyborcza.pl/7,75399,24445086,co-onz-powie-ws-kryzysu-w-wenezueli-usa-i-rosja-forsuja-sprzeczne.html"
3779,"http://wyborcza.pl/7,154903,24445065,wielki-robert-lewandowski-jego-bayern-goni-borussie-dortmund.html"
3780,"http://katowice.wyborcza.pl/katowice/7,35063,24444214,szpitale-w-wojewodztwie-slaskim-zlikwidowaly-juz-859-lozek.html"
3781,"http://wyborcza.pl/7,75398,24444351,andruszkiewicz-i-falszywe-podpisy-parasol-prokuratury-nad-wiceministrem.html"
3782,"http://wyborcza.pl/7,75399,24444787,13-protest-zoltych-kamizelek-demonstracje-we-francji-ostre.html"
3783,"http://krakow.wyborcza.pl/krakow/7,44425,24444427,topr-ratowal-turyste-na-siwej-przeleczy-sa-zdjecia.html"
3784,"http://zielonagora.wyborcza.pl/zielonagora/7,35182,24443379,senator-tyszkiewicz-prezydent-nowej-soli-rozwaza-start-w-wyborach.html"
3785,"http://lodz.wyborcza.pl/lodz/7,35136,24444213,do-konca-2019-roku-w-kazdym-pendolino-bedzie-wifi-zadbaja-o.html"
3786,"http://wyborcza.pl/7,154903,24444440,polacy-poza-podium-w-lahti-kto-czwartym-skoczkiem-w-naszej.html"
3787,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24444269,wyscig-o-fotel-prezydenta-gdanska-rywal-aleksandry-dulkiewicz.html"
3788,"http://krakow.wyborcza.pl/krakow/7,44425,24444245,strazacy-uratowali-psa-ktory-wpadl-do-30-metrowej-studni.html"
3789,"http://wyborcza.pl/7,75399,24443835,piec-osob-zginelo-w-pozarze-w-niemczech-prawdopodobnie-wszystkie.html"
3790,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,24443619,premier-mateusz-morawiecki-na-zielonej-granicy-z-ukraina-podziekowal.html"
3791,"http://warszawa.wyborcza.pl/warszawa/7,54420,24442651,rodzice-z-pragi-polnoc-musieli-zrzucic-sie-na-szafki-za-27-tys.html"
3792,"http://warszawa.wyborcza.pl/warszawa/7,54420,24442635,wilanow-zaprasza-i-placi-na-modlitwe-dbamy-o-rozdzial-panstwa.html"
3793,"http://krakow.wyborcza.pl/krakow/7,44425,24442823,sklad-dodatkowych-komisji-egzaminacyjnych-nagroda-za-popieranie.html"
3794,"http://wyborcza.pl/7,75399,24443320,demokraci-i-republikanie-blisko-kompromisu-w-sprawie-muru-ale.html"
3795,"http://katowice.wyborcza.pl/katowice/7,35063,24443117,zraca-substancja-w-kocim-jedzeniu-prezydent-wyznaczyl.html"
3796,"http://szczecin.wyborcza.pl/szczecin/7,34939,24442508,prezydentka-kolobrzegu-nie-pozwole-na-mowienie-o-nas-blyskotki.html"
3797,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24442543,pacjent-czekal-80-minut-na-karetke-pogotowie-zdarza-sie-duza.html"
3798,"http://warszawa.wyborcza.pl/warszawa/7,54420,24442181,rzezba-z-grobu-niny-andrycz-odzyskana-oddal-ja-skruszony-zlodziej.html"
3799,"http://krakow.wyborcza.pl/krakow/7,44425,24442707,naukowcy-poznaja-tajemnice-slynnej-sosny-z-sokolicy.html"
3800,"http://wyborcza.pl/7,75399,24441615,na-sri-lanke-wraca-kara-smierci-ministerstwo-sprawiedliwosci.html"
3801,"http://wyborcza.pl/TylkoZdrowie/7,157387,24442567,pogoda-w-weekend-9-i-10-lutego-2019-r.html"
3802,"http://wyborcza.pl/7,155287,24344324,nie-jestem-rafineria-do-licha-jeden-z-czolowych-przedsiebiorcow.html"
3803,"http://wyborcza.pl/7,155287,24437867,choroba-polskiego-transportu-samochodoza-powszechna-wyniki.html"
3804,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24441367,aleksandra-dulkiewicz-ludzie-oczekuja-ze-kobiety-wlacza-sie.html"
3805,"http://wyborcza.pl/7,75398,24442915,prezydent-zapowiada-zalobe-narodowa-po-smierci-jana-olszewskiego.html"
3806,"http://wyborcza.pl/7,75398,24442819,esbeckie-teczki-kazimierza-kujdy-przecza-jego-oswiadczeniu.html"
3807,"http://katowice.wyborcza.pl/katowice/7,35063,24442620,szykuje-sie-wielka-rozroba-pseudokibicow-policja-mobilizuje.html"
3808,"http://wyborcza.pl/7,75399,24442371,wlochy-i-francja-na-zimnowojennej-sciezce.html"
3809,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24442627,jaroslaw-sellin-pisze-do-dyrektora-ecs-basila-kerskiego-pan.html"
3810,"http://wyborcza.pl/7,75398,24442499,superwizjer-tvn24-mlodziez-wszechpolska-za-rzadow-andruszkiewicza.html"
3811,"http://poznan.wyborcza.pl/poznan/7,36001,24442314,zablokowali-motocykl-bylego-wicedyrektora-zdm-poznan-kupil.html"
3812,"http://wyborcza.pl/7,155287,24442395,afera-getback-sad-umywa-rece.html"
3813,"http://wyborcza.pl/7,75399,24442439,rewolucja-w-tajlandii-w-marcowych-wyborach-wystartuje-ksiezniczka.html"
3814,"http://krakow.wyborcza.pl/krakow/7,44425,24427736,szkola-rydzyka-chce-szkolic-krakowskich-sedziow.html"
3815,"http://krakow.wyborcza.pl/krakow/7,44425,24442063,94-latka-w-stanie-ciezkiej-hipotermii-trafila-do-szpitala-temperatura.html"
3816,"http://krakow.wyborcza.pl/krakow/7,44425,24442187,wznowiono-prace-przy-drazeniu-tunelu-w-naprawie-na-budowie-nowej.html"
3817,"http://bielskobiala.wyborcza.pl/bielskobiala/7,88025,24442276,w-uzdrowisku-smierdzi-smogiem-ale-i-tak-kaza-placic-za-klimat.html"
3818,"http://wyborcza.pl/7,155287,24442180,przelom-unijne-prawo-obejmie-nord-stream-2-ale-gazprom-moze.html"
3819,"http://radom.wyborcza.pl/radom/7,48201,24442307,proces-ws-bojki-wzajemnej-kod-era-i-narodowcow-narodowcy.html"
3820,"http://wyborcza.pl/7,154903,24442300,wielkie-susy-natalii-maliszewskiej-jutro-moze-zdobyc-puchar.html"
3821,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24441817,sad-mowi-nie-chaosowi-reklamowemu-skargi-na-gdanska-uchwale.html"
3822,"http://krakow.wyborcza.pl/krakow/7,44425,24441983,ks-grzegorz-babiarz-gdy-odwolywano-prezes-wiosny-nie-stalem.html"
3823,"http://warszawa.wyborcza.pl/warszawa/7,54420,24442169,bielik-postrzelony-przez-mysliwych-wrocil-na-wolnosc-powinni.html"
3824,"http://wyborcza.pl/7,75399,24441990,norweska-policja-tlumaczy-sie-w-sprawie-polskiego-konsula-a.html"
3825,"http://wyborcza.pl/7,75400,24439485,czy-krotko-zyjace-owady-moga-sie-zestarzec-swierszcze-na-pewno.html"
3826,"http://gliwice.wyborcza.pl/gliwice/7,95519,24441742,wysluzony-samolot-z-aeroklubu-gliwickiego-zagral-w-kinowym-hicie.html"
3827,"http://wyborcza.pl/7,155287,24441316,faktura-za-prace-przy-k-towers-jest-a-co-z-vat-em.html"
3828,"http://wyborcza.pl/7,75399,24441985,nord-stream-gora-resztki-nadziei-na-zablokowanie-go-tylko-w.html"
3829,"http://wyborcza.pl/7,75398,24441992,ziobro-dal-sedziom-dwa-tygodnie-na-zwrot-3-mln-zl.html"
3830,"http://wyborcza.pl/7,75398,24441967,wielki-protest-w-oswiacie-do-strajku-przygotowuje-sie-3-4-szkol.html"
3831,"http://wyborcza.pl/7,75399,24441437,stan-wyjatkowy-w-sierra-leone-z-powodu-gwaltow.html"
3832,"http://poznan.wyborcza.pl/poznan/7,36001,24441448,wiceprezydent-poznania-zaniepokojony-policjantem-w-kominiarce.html"
3833,"http://wyborcza.pl/7,155287,24441474,rekordowy-eksport-niemiec-spowolnienie-nie-przyjdzie-tak-szybko.html"
3834,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24441248,walcza-o-pieniadze-dla-dolnego-slaska-bruksela-moze-uznac.html"
3835,"http://wyborcza.pl/7,155287,24441257,renault-zafundowalo-bylemu-szefowi-wesele-w-wersalu.html"
3836,"http://katowice.wyborcza.pl/katowice/7,35063,24441472,geograf-zaplaci-zadoscuczynienie-ojcu-ktory-stracil-synow-w.html"
3837,"http://wyborcza.pl/7,75399,24441401,szef-amazona-jeff-bezos-twierdzi-ze-szantazowal-go-tabloid.html"
3838,"http://katowice.wyborcza.pl/katowice/7,35055,24439911,robert-biedron-uznal-ze-dolozenie-slaskowi-i-gornikom-spodoba.html"
3839,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24441082,sad-aresztowal-19-latka-ktory-spowodowal-smiertelny-wypadek.html"
3840,"http://poznan.wyborcza.pl/poznan/7,36001,24440464,byly-oficer-uop-twierdzil-ze-ochroniarze-switalskiego-porwali.html"
3841,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,24439634,artur-ligeska-po-skazaniu-na-dozywocie-wierzy-ze-wroci-do-polski.html"
3842,"http://wyborcza.pl/7,75399,24441041,chrust-i-rakieta-czyli-dwa-podarki-wladzy-dla-rosjan.html"
3843,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24440479,nie-zyje-architekt-mariusz-szlachcic-zaprojektowal-afrykarium.html"
3844,"http://poznan.wyborcza.pl/poznan/7,36001,24428639,sprzeciwil-sie-macierewiczowi-za-blaszczaka-dostanie-prestizowy.html"
3845,"http://wyborcza.pl/7,75400,24440640,ryby-zdaly-wlasnie-slynny-test-lustra.html"
3846,"http://wyborcza.pl/7,75399,24440859,konwoj-z-pomoca-dla-wenezueli-maduro-blokuje-guaido-obiecuje.html"
3847,"http://wyborcza.pl/7,75399,24440757,koniec-niezaleznosci-nauki-na-wegrzech-orban-chce-miec-wplyw.html"
3848,"http://wyborcza.pl/7,75399,24440690,po-slowach-tuska-o-brexicie-trwa-zazarta-licytacja-o-miejsce.html"
3849,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35617,24440495,ostatni-mecz-prezydenta-lechia-odda-hold-pawlowi-adamowiczowi.html"
3850,"http://radom.wyborcza.pl/radom/7,48201,24440385,ruszyl-proces-czlonkow-mlodziezy-wszechpolskiej-i-dzialacza.html"
3851,"http://torun.wyborcza.pl/torun/7,48723,24440405,zmarl-najstarszy-polski-ulan-mial-103-lata.html"
3852,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24440210,strzelali-z-broni-pneumatycznej-do-samochodow-swoje-wyczyny.html"
3853,"http://wyborcza.pl/7,75398,24440327,jan-olszewski-nie-zyje-byly-premier-zmarl-w-wieku-88-lat.html"
3854,"http://kielce.wyborcza.pl/kielce/7,47262,24439562,rzucil-prace-by-opiekowac-sie-ciezko-chorym-ojcem-swiadczenia.html"
3855,"http://wyborcza.pl/7,154903,24439376,ile-kamil-stoch-znaczy-dla-druzyny.html"
3856,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24439277,rada-ecs-bez-solidarnosci-zwiazek-zawiesil-udzial-swoich.html"
3857,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24439790,wyborcza-ujawnila-ze-chrzesniak-wiceprezesa-pis-ustawial.html"
3858,"http://wyborcza.pl/7,75398,24439796,tasmy-kaczynskiego-faktura-dla-srebrnej-czyli-kamieniami.html"
3859,"http://wyborcza.pl/7,75398,24439791,warszawska-konferencja-bliskowschodnia-czyli-konferencja-nizszej.html"
3860,"http://wyborcza.pl/TylkoZdrowie/7,157387,24439303,pogoda-w-piatek-8-lutego-2019-r.html"
3861,"http://wyborcza.pl/7,75399,24439760,grupa-wagnera-armia-rosyjskich-nastamnietow.html"
3862,"http://wyborcza.pl/7,155287,24438725,wegiel-bez-kontroli-do-piecow-dalej-trafia-chrzczone-paliwo.html"
3863,"http://wyborcza.pl/7,155287,24434720,ile-bedzie-nas-kosztowala-wiosna-biedron-doskonale-wie-ze.html"
3864,"http://wyborcza.pl/7,155287,24438436,w-europie-przyspiesza-odwrot-od-diesla-ale-beda-problemy-z.html"
3865,"http://wyborcza.pl/7,75399,24435661,jak-byc-chrzescijaninem-w-rezimie-kima-gulag-jest-ich-pelen.html"
3866,"http://wyborcza.pl/7,75398,24440061,co-jest-w-teczce-kazimierza-kujdy.html"
3867,"http://wyborcza.pl/7,75398,24440049,agent-w-sercu-pis-lustracja-po-tasmach-kaczynskiego.html"
3868,"http://wyborcza.pl/7,75399,24436918,z-wraku-samolotu-ktorym-lecial-argentynski-pilkarz-emiliano.html"
3869,"http://warszawa.wyborcza.pl/warszawa/7,54420,24439363,celnicy-znalezli-w-wolce-kosowskiej-podrabiane-zabawki-warte.html"
3870,"http://lublin.wyborcza.pl/lublin/7,48724,24439913,marsz-rownosci-wojewoda-czarnek-ponownie-stanie-przed-sadem.html"
3871,"http://wyborcza.pl/7,154903,24439815,marcin-gortat-zwolniony-z-los-angeles-clippers.html"
3872,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24439577,zabil-ole-zadajac-jej-118-ciosow-nozem-siostra-bestialsko.html"
3873,"http://szczecin.wyborcza.pl/szczecin/7,34939,24438690,radni-pis-znienacka-wkroczyli-do-spolki-zwiazanej-z-po-i-zazadali.html"
3874,"http://wyborcza.pl/7,75399,24439778,brexitowy-impas-potrwa-tylko-do-konca-lutego-may-zamierzam.html"
3875,"http://szczecin.wyborcza.pl/szczecin/7,34939,24438835,czterej-policjanci-z-kolobrzegu-skazani-za-znecanie-sie-nad.html"
3876,"http://wyborcza.pl/7,155287,24439456,gazprom-drzy-w-europie-gaz-tanieje-i-moga-przyjac-przepisy.html"
3877,"http://lodz.wyborcza.pl/lodz/7,35136,24438560,pracownicy-sadow-wyszli-na-pl-dabrowskiego-to-nie-jest-nasze.html"
3878,"http://bialystok.wyborcza.pl/bialystok/7,35241,24436812,artur-kosicki-chce-jednak-nadal-urzedowac-nowe-wybory-marszalka.html"
3879,"http://wyborcza.pl/7,75398,24439534,tvp-chce-przeprosin-od-sygnatariuszy-oswiadczenia-dosc-nienawisci.html"
3880,"http://bialystok.wyborcza.pl/bialystok/7,35241,24439416,hajnowscy-radni-przeciw-kolejnemu-marszowi-gloryfikujacemu-burego.html"
3881,"http://wyborcza.pl/7,154903,24439569,jedyny-taki-kuba.html"
3882,"http://rzeszow.wyborcza.pl/rzeszow/7,34962,24438461,martwa-wilczyca-znaleziona-na-poboczu-drogi-musiala-konac.html"
3883,"http://wyborcza.pl/7,154903,24439491,dlaczego-polska-liga-jest-taka-slaba-rozmowa-z-cezarym-kucharskim.html"
3884,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24438668,pozegnanie-bozeny-aksamit-w-centrum-sw-jana-wspomnienia-przyjaciol.html"
3885,"http://wyborcza.pl/7,155287,24439245,przybylo-15-nowych-morskich-farm-wiatrowych-w-europie-a-kolejnych.html"
3886,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24438328,2-5-letnia-dziewczynka-prosila-sasiadow-o-zywnosc-matka-byla.html"
3887,"http://krakow.wyborcza.pl/krakow/7,44425,24439311,ogromne-ilosci-miesa-porzucone-w-polu-bylo-przeznaczone-na.html"
3888,"http://wyborcza.pl/7,155287,24438783,afera-getback-uokik-ukaral-polski-dom-maklerski-za-sposob-sprzedazy.html"
3889,"http://wyborcza.pl/7,75399,24439240,w-chinach-wykryto-obecnosc-wirusa-hiv-w-12-tys-dawkach-osocza.html"
3890,"http://warszawa.wyborcza.pl/warszawa/7,54420,24438904,wypadek-z-udzialem-limuzyn-sluzby-ochrony-panstwa.html"
3891,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24438575,marsz-ponad-podzialami-kuratorium-chce-wyjasnien-w-sprawie.html"
3892,"http://olsztyn.wyborcza.pl/olsztyn/7,48726,24437599,kolejne-wybudzenie-w-klinice-budzik-dla-doroslych-uwm.html"
3893,"http://wyborcza.pl/7,75399,24438739,ue-meksyk-i-urugwaj-naradzaja-sie-w-montevideo-jak-rozwiazac.html"
3894,"http://poznan.wyborcza.pl/poznan/7,36001,24438477,klamala-w-sprawie-ewy-tylman-skazana-wspolpracownik-krzysztofa.html"
3895,"http://warszawa.wyborcza.pl/warszawa/7,54420,24438471,na-pradze-oblali-kwasem-75-latke-kobieta-zmarla-napastnikow.html"
3896,"http://wyborcza.pl/7,75398,24437666,szef-abw-straszy-po-pozwem.html"
3897,"http://czestochowa.wyborcza.pl/czestochowa/7,89625,24437727,sad-w-czestochowie-opozycjonista-mial-prawo-sie-wkur-i-zaklac.html"
3898,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24437516,psy-w-ciemnej-komorce-klika-lat-spaly-w-swoich-odchodach-wyrok.html"
3899,"http://wyborcza.pl/7,155287,24437353,tak-zle-nie-bylo-od-lat-z-niemiec-plyna-fatalne-dane.html"
3900,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24437856,piotr-rudzki-wraca-do-teatru-polskiego-wygral-w-sadzie-dostanie.html"
3901,"http://wyborcza.pl/7,75399,24437875,epidemia-odry-na-filipinach-zdaniem-ekspertow-przyczyna-jest.html"
3902,"http://poznan.wyborcza.pl/poznan/7,36001,24437250,policyjny-nalot-na-poznanskie-zoo-dyrektorka-oskarza-policje.html"
3903,"http://warszawa.wyborcza.pl/warszawa/7,54420,24437468,odcinkowy-pomiar-predkosci-na-moscie-poniatowskiego-jest-nowy.html"
3904,"http://wyborcza.pl/7,75400,24436892,pszczoly-umieja-liczyc-i-to-niezle.html"
3905,"http://wyborcza.pl/7,75399,24437403,specjalne-miejsce-w-piekle-dla-brexitowcow-tsunami-oburzenia.html"
3906,"http://wyborcza.pl/7,75399,24437294,wiatr-zmian-dotarl-poza-alpy-wloski-wicepremier-spotkal-sie.html"
3907,"http://katowice.wyborcza.pl/katowice/7,35063,24437394,homoseksualista-nie-powinien-byc-dawca-krwi-rewelacje-z.html"
3908,"http://warszawa.wyborcza.pl/warszawa/7,54420,24437189,akt-oskarzenia-przeciwko-wydawcy-wprost-i-tygodnika-do-rzeczy.html"
3909,"http://wyborcza.pl/7,75399,24437210,prowadzil-anty-kampanie-ale-wygral-juz-w-pierwszej-turze-salwador.html"
3910,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24437127,troje-kandydatow-wystartuje-w-gdansku-w-wyborach-prezydenckich.html"
3911,"http://radom.wyborcza.pl/radom/7,48201,24437084,koniec-sld-w-radomiu-dzialacze-zapisuja-sie-do-inicjatywy-polskiej.html"
3912,"http://lodz.wyborcza.pl/lodz/7,35136,24437154,stefan-niesiolowski-skomentowal-zarzuty-to-niszczenie-mojej.html"
3913,"http://krakow.wyborcza.pl/krakow/7,44425,24436320,polityczna-wiosna-kogo-przyciaga-partia-biedronia.html"
3914,"http://warszawa.wyborcza.pl/warszawa/7,54420,24436441,napisy-na-murze-w-rejestrze-zabytkow-trzeba-je-chronic.html"
3915,"http://wyborcza.pl/7,154903,24435704,ja-pilkarz-bez-talentu.html"
3916,"http://lodz.wyborcza.pl/lodz/7,35136,24434053,inwestycja-w-szpitalu-dzieciecym-przy-spornej.html"
3917,"http://lublin.wyborcza.pl/lublin/7,48724,24436629,byly-proboszcz-lubelskiej-parafii-molestowal-chlopcow-w-zakrystii.html"
3918,"http://warszawa.wyborcza.pl/warszawa/7,54420,24436076,kreatywni-licealisci-walcza-z-antyaborcyjnymi-plakatami.html"
3919,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24434216,skarga-na-pelnomocnika-teatru-polskiego-we-wroclawiu-stwierdzil.html"
3920,"http://bydgoszcz.wyborcza.pl/bydgoszcz/7,48722,24434841,tomasz-gollob-dostanie-na-polonii-winde-aby-mogl-bez-przeszkod.html"
3921,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24434277,cba-sprawdzilo-majatek-prezesa-pkn-orlen-daniela-obajtka.html"
3922,"http://wyborcza.pl/7,75398,24436316,tasmy-kaczynskiego-premierze-oto-faktura-ujawniamy-rachunek.html"
3923,"http://wyborcza.pl/7,75398,24436291,tasmy-kaczynskiego-kontratak-srebrnych-chlopcow.html"
3924,"http://wyborcza.pl/7,75398,24436276,rekordowy-budzet-na-obronnosc-najwieksze-kwoty-na-pensje-i.html"
3925,"http://wyborcza.biz/biznes/7,147880,24434227,twoja-emerytura-moze-byc-wyzsza-o-200-300-a-nawet-400-zl.html"
3926,"http://wyborcza.pl/7,155287,24435171,posel-horala-bezradny-wobec-kluczowego-swiadka-w-tle-luksusowe.html"
3927,"http://wyborcza.pl/7,75399,24435715,nad-prawem-jest-wola-narodu-austria-na-polsko-wegierskiej.html"
3928,"http://wyborcza.pl/7,75399,24434925,klucz-do-wolnosci-zabrac-ojcu-telefon-jak-mlode-kobiety-uciekaja.html"
3929,"http://wyborcza.pl/7,75400,24435587,dieta-miesna-prowadzi-do-zaglady-duzych-zwierzat.html"
3930,"http://wyborcza.pl/7,155287,24435360,ponad-polowa-ceny-benzyny-to-podatki.html"
3931,"http://wyborcza.pl/7,154903,24436612,ale-meki-bayernu-dwie-asysty-lewandowskiego.html"
3932,"http://wyborcza.pl/7,154903,24436450,barca-zremisowala-z-realem-kto-w-finale-pucharu-hiszpanii.html"
3933,"http://warszawa.wyborcza.pl/warszawa/7,54420,24436292,razem-nasmiewa-sie-z-cba-po-odmowie-kontroli-zwiazkow-kaczynskiego.html"
3934,"http://wyborcza.pl/7,75398,24436415,patryk-jaki-chce-scigania-prawnika-ktory-opowiadal-o-zwiazkach.html"
3935,"http://trojmiasto.wyborcza.pl/trojmiasto/7,35612,24436357,dodatkowa-zbiorka-podpisow-dla-dulkiewicz-25-tys-w-jeden-dzien.html"
3936,"http://wyborcza.pl/7,75398,24436311,okragly-stol-polski-mebel-narodowy.html"
3937,"http://wroclaw.wyborcza.pl/wroclaw/7,35771,24432755,osmiu-gornikow-zginelo-w-kopalni-kghm-prokuratura-umorzyla.html"
3938,"http://bialystok.wyborcza.pl/bialystok/7,35241,24436146,artur-kosicki-na-dywaniku-prezesa-a-robert-tyszkiewicz-zaprasza.html"
3939,"http://sosnowiec.wyborcza.pl/sosnowiec/7,93867,24436124,pan-michal-ma-raka-lek-ktory-zmniejsza-guza-przestal-byc-refundowany.html"
